,Unnamed: 0,LotFrontage,LotArea,BldgType,HouseStyle,OverallCond,YearBuilt,RoofStyle,RoofMatl,Foundation,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PoolArea,YrSold,TotalSF,TotalBathSum,SalePrice
535,535,70.0,7000,2fmCon,2Story,7,1910,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,0,0,0,2008,2464,2.0,107500
536,536,57.0,8924,1Fam,2Story,5,1998,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,0,2,527,0,2008,2604,2.5,188000
537,537,60.0,12735,1Fam,1Story,5,1972,Hip,CompShg,CBlock,TA,Y,3,1,5,Typ,0,2,576,0,2008,1728,1.0,111250
538,538,60.0,11553,1Fam,1Story,5,1968,Hip,CompShg,CBlock,TA,Y,3,1,7,Typ,1,1,336,0,2006,2210,1.5,158000
539,539,60.0,11423,1Fam,1Story,5,2001,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,2,670,0,2010,3182,3.0,272000
540,540,85.0,14601,1Fam,1Story,5,2006,Hip,CompShg,PConc,Ex,Y,2,1,8,Typ,1,3,765,0,2009,3676,3.0,315000
541,541,60.0,11000,1Fam,2Story,5,2000,Gable,CompShg,PConc,Ex,Y,4,1,8,Typ,1,3,648,0,2007,3254,2.5,248000
542,542,78.0,10140,1Fam,1Story,5,1998,Hip,CompShg,PConc,Ex,Y,3,1,7,Maj1,1,2,583,0,2009,3330,3.0,213250
543,543,34.0,4058,TwnhsE,SFoyer,5,1998,Gable,CompShg,PConc,Ex,Y,1,1,4,Typ,0,1,367,0,2007,1490,2.0,133000
544,544,58.0,17104,1Fam,2Story,5,2006,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,426,0,2006,2150,3.5,179665
545,545,60.0,13837,1Fam,1.5Fin,5,1988,Gable,CompShg,PConc,Gd,Y,4,1,9,Typ,0,3,786,0,2006,3387,2.5,229000
546,546,70.0,8737,1Fam,1.5Fin,7,1923,Gable,CompShg,BrkTil,Ex,Y,3,1,6,Typ,1,2,440,0,2007,2700,1.5,210000
547,547,54.0,7244,1Fam,SFoyer,7,1970,Gable,CompShg,CBlock,Ex,Y,2,1,5,Typ,0,2,624,0,2007,1536,2.0,129500
548,548,49.0,8235,1Fam,1Story,7,1955,Gable,CompShg,CBlock,TA,Y,2,1,4,Typ,0,2,720,0,2008,1650,2.0,125000
549,549,75.0,9375,1Fam,2Story,5,2003,Gable,CompShg,PConc,Ex,Y,4,1,8,Typ,1,2,615,0,2009,3006,2.5,263000
550,550,53.0,4043,TwnhsE,1Story,6,1977,Gable,CompShg,CBlock,TA,Y,2,1,4,Typ,0,2,440,0,2008,2138,2.0,140000
551,551,50.0,6000,1Fam,1Story,6,1957,Hip,CompShg,CBlock,Gd,Y,3,1,5,Typ,0,1,288,0,2008,1856,1.0,112500
552,552,87.0,11146,1Fam,1Story,5,2006,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,3,908,0,2009,3426,2.0,255500
553,553,67.0,8777,1Fam,1Story,5,1949,Gable,CompShg,CBlock,Ex,Y,2,1,5,Typ,0,2,520,0,2009,1126,2.0,108000
554,554,85.0,10625,1Fam,2Story,5,2003,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,871,0,2008,3044,3.5,284000
555,555,58.0,6380,1Fam,1.5Unf,6,1922,Gable,CompShg,BrkTil,TA,Y,2,1,5,Typ,1,1,280,0,2006,2041,1.0,113000
556,556,69.0,14850,1Fam,1Story,5,1957,Gable,CompShg,CBlock,TA,Y,2,1,6,Typ,1,1,299,0,2006,2184,2.0,141000
557,557,60.0,11040,1Fam,1.5Fin,6,1920,Gable,CompShg,CBlock,Gd,Y,3,1,7,Typ,0,1,570,0,2006,1973,1.5,108000
558,558,57.0,21872,1Fam,2Story,5,1996,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,2,406,0,2008,2175,3.0,175000
559,559,60.0,3196,TwnhsE,1Story,5,2003,Gable,CompShg,PConc,Ex,Y,2,1,7,Typ,1,2,420,0,2006,2931,2.0,234000
560,560,60.0,11341,1Fam,1Story,6,1957,Hip,CompShg,CBlock,TA,Y,3,1,5,Mod,1,2,528,0,2010,2784,2.5,121500
561,561,77.0,10010,1Fam,1Story,5,1974,Gable,CompShg,CBlock,Gd,Y,2,1,6,Typ,1,2,418,0,2006,2778,2.0,170000
562,562,63.0,13907,1Fam,1Story,6,1940,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,1,0,0,0,2008,1992,2.0,108000
563,563,66.0,21780,1Fam,1.5Fin,7,1918,Gable,CompShg,BrkTil,Ex,Y,4,1,8,Typ,1,2,396,0,2008,2837,2.0,185000
564,564,60.0,13346,1Fam,2Story,5,1992,Gable,CompShg,PConc,Ex,Y,4,1,9,Typ,1,2,590,0,2006,3390,3.5,268000
565,565,66.0,6858,1Fam,2Story,4,1915,Gable,CompShg,PConc,TA,N,4,1,6,Typ,0,1,216,0,2010,2453,2.5,128000
566,566,77.0,11198,1Fam,2Story,5,2005,Hip,CompShg,PConc,Ex,Y,4,1,11,Typ,1,3,656,0,2008,3626,2.5,325000
567,567,70.0,10171,1Fam,1Story,5,2004,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,532,0,2010,3052,2.0,214000
568,568,79.0,12327,1Fam,1.5Fin,8,1983,Gable,CompShg,CBlock,Ex,Y,1,1,5,Min2,1,2,612,0,2009,3628,2.5,316600
569,569,60.0,7032,Duplex,SFoyer,5,1979,Gable,CompShg,CBlock,TA,Y,2,1,4,Typ,2,2,600,0,2006,1886,2.0,135960
570,570,74.0,13101,Duplex,1Story,5,1965,Gable,CompShg,CBlock,TA,Y,6,2,10,Typ,0,2,576,0,2008,3456,2.0,142600
571,571,60.0,7332,1Fam,1Story,6,1959,Gable,CompShg,CBlock,Ex,Y,2,1,4,Typ,0,1,288,0,2006,1728,2.0,120000
572,572,83.0,13159,1Fam,2Story,5,2009,Gable,CompShg,PConc,Gd,Y,3,1,6,Typ,0,2,650,0,2009,2538,2.5,224500
573,573,76.0,9967,1Fam,SLvl,5,2000,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,2,400,0,2007,1814,2.5,170000
574,574,70.0,10500,1Fam,SLvl,7,1971,Gambrel,CompShg,CBlock,TA,Y,3,1,5,Typ,0,1,288,0,2007,1481,1.5,139000
575,575,80.0,8480,1Fam,1.5Fin,5,1947,Gable,CompShg,CBlock,TA,Y,2,1,6,Typ,0,1,336,0,2008,2048,1.0,118500
576,576,52.0,6292,1Fam,1.5Fin,7,1928,Gable,CompShg,BrkTil,Gd,Y,3,1,6,Typ,1,1,216,0,2009,2338,2.5,145000
577,577,96.0,11777,1Fam,SLvl,6,1966,Gable,CompShg,CBlock,Ex,Y,3,1,6,Typ,2,2,564,0,2006,2484,2.0,164500
578,578,34.0,3604,TwnhsE,2Story,5,2007,Gable,CompShg,PConc,Ex,Y,2,1,5,Typ,0,2,540,0,2008,2081,2.0,146000
579,579,81.0,12150,1Fam,1.5Fin,5,1954,Gable,CompShg,BrkTil,Ex,N,4,1,7,Typ,0,1,352,0,2008,2845,2.0,131500
580,580,60.0,14585,1Fam,1Story,6,1960,Gable,CompShg,CBlock,Ex,Y,3,1,7,Typ,2,2,572,0,2007,2573,1.5,181900
581,581,98.0,12704,1Fam,1Story,5,2008,Hip,CompShg,PConc,Ex,Y,3,1,8,Typ,1,3,1390,0,2009,4084,2.5,253293
582,582,81.0,11841,Duplex,SFoyer,5,1990,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,0,0,0,0,2007,1632,2.0,118500
583,583,75.0,13500,1Fam,2.5Unf,9,1893,Gable,CompShg,BrkTil,Gd,Y,3,1,9,Typ,1,2,880,0,2008,4012,3.5,325000
584,584,51.0,6120,1Fam,1.5Fin,7,1935,Gable,CompShg,BrkTil,Ex,Y,3,1,6,Typ,0,1,240,0,2009,2457,1.0,133000
585,585,88.0,11443,1Fam,1Story,5,2005,Hip,CompShg,PConc,Ex,Y,2,1,7,Typ,2,3,880,0,2006,3896,3.0,369900
586,586,55.0,10267,1Fam,1Story,7,1918,Gable,CompShg,BrkTil,Ex,Y,2,1,5,Typ,0,1,275,0,2008,1654,2.0,130000
587,587,74.0,8740,1Fam,SFoyer,6,1982,Hip,CompShg,CBlock,TA,Y,2,1,4,Typ,0,2,528,0,2009,1700,2.0,137000
588,588,65.0,25095,1Fam,1Story,8,1968,Flat,Tar&Grv,CBlock,Ex,Y,1,1,5,Typ,2,1,452,0,2009,2910,3.0,143000
589,589,50.0,9100,1Fam,1Story,6,1930,Gable,CompShg,BrkTil,TA,Y,2,1,4,Typ,0,1,308,0,2008,1521,1.0,79500
590,590,64.0,8320,1Fam,2Story,5,2004,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,520,0,2008,2352,2.5,185900
591,591,97.0,13478,1Fam,2Story,5,2008,Gable,CompShg,PConc,Ex,Y,3,1,10,Typ,1,3,842,0,2009,4018,3.5,451950
592,592,60.0,6600,1Fam,1Story,8,1982,Gable,CompShg,PConc,Ex,Y,2,1,4,Typ,0,2,816,0,2008,1632,2.0,138000
593,593,60.0,4435,TwnhsE,1Story,5,2003,Gable,CompShg,PConc,Ex,Y,1,1,4,Typ,0,2,420,0,2009,1696,2.0,140000
594,594,88.0,7990,1Fam,1Story,6,1975,Hip,CompShg,CBlock,TA,Y,3,1,5,Typ,0,1,280,0,2008,1848,1.0,110000
595,595,69.0,11302,1Fam,1Story,5,2005,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,3,758,0,2006,3640,3.0,319000
596,596,60.0,3600,1Fam,2Story,7,1910,Gable,CompShg,CBlock,Ex,N,3,1,7,Typ,0,1,216,0,2006,2052,1.0,114504
597,597,53.0,3922,TwnhsE,1Story,5,2006,Gable,CompShg,PConc,Ex,Y,2,1,7,Typ,1,3,648,0,2007,2660,2.0,194201
598,598,80.0,12984,1Fam,1Story,6,1977,Gable,CompShg,CBlock,Ex,Y,3,1,7,Typ,1,2,621,0,2006,3077,3.0,217500
599,599,24.0,1950,Twnhs,2Story,6,1980,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,452,0,2008,2272,3.5,151000
600,600,74.0,10927,1Fam,2Story,5,2005,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,2,736,0,2006,2962,3.5,275000
601,601,50.0,9000,1Fam,1.5Fin,6,1937,Gable,CompShg,PConc,TA,Y,3,1,6,Typ,1,1,544,0,2007,2155,1.5,141000
602,602,80.0,10041,1Fam,2Story,5,1992,Gable,CompShg,PConc,Ex,Y,3,1,8,Typ,1,2,506,0,2006,2823,3.5,220000
603,603,30.0,3182,TwnhsE,2Story,5,2004,Gable,CompShg,PConc,Ex,Y,2,1,4,Typ,0,2,480,0,2010,1800,2.5,151000
604,604,88.0,12803,1Fam,1Story,5,2002,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,1,2,530,0,2008,2988,3.0,221000
605,605,85.0,13600,1Fam,2Story,6,1965,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,3,2,486,0,2009,2754,2.5,205000
606,606,82.0,12464,1Fam,1Story,5,1996,Gable,CompShg,PConc,Gd,Y,3,1,6,Typ,0,2,576,0,2009,2080,2.0,152000
607,607,78.0,7800,1Fam,2Story,8,1948,Gable,CompShg,CBlock,Ex,Y,3,1,8,Typ,0,1,230,0,2006,2904,4.0,225000
608,608,78.0,12168,1Fam,2Story,6,1934,Gable,CompShg,PConc,TA,Y,4,1,10,Typ,2,2,380,0,2007,4159,2.5,359100
609,609,61.0,7943,1Fam,1Story,5,1961,Gable,CompShg,CBlock,Gd,Y,3,1,5,Typ,0,1,261,0,2007,2058,2.0,118500
610,610,60.0,11050,1Fam,2Story,5,2000,Hip,CompShg,PConc,Ex,Y,3,1,8,Typ,2,3,736,0,2009,3593,3.5,313000
611,611,60.0,10395,1Fam,SLvl,6,1978,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,564,0,2007,2064,2.5,148000
612,612,60.0,11885,1Fam,2Story,5,2001,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,531,0,2009,3171,3.5,261500
613,613,70.0,8402,1Fam,1Story,5,2007,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,0,0,0,2007,2240,1.0,147000
614,614,21.0,1491,TwnhsE,SFoyer,6,1972,Gable,CompShg,CBlock,Ex,Y,1,1,3,Typ,0,0,0,0,2010,1260,2.0,75500
615,615,80.0,8800,1Fam,SFoyer,7,1963,Gable,CompShg,PConc,Ex,Y,3,1,6,Typ,0,2,480,0,2010,1990,2.0,137500
616,616,60.0,7861,1Fam,2Story,5,2002,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,393,0,2006,2292,3.5,183200
617,617,59.0,7227,1Fam,1.5Unf,6,1954,Gable,CompShg,CBlock,Gd,Y,2,1,4,Typ,0,2,528,0,2008,1664,1.0,105500
618,618,90.0,11694,1Fam,1Story,5,2007,Hip,CompShg,PConc,Ex,Y,3,1,9,Typ,1,3,774,0,2007,3650,2.0,314813
619,619,85.0,12244,1Fam,2Story,5,2003,Hip,CompShg,PConc,Ex,Y,4,1,10,Typ,2,3,749,0,2008,3744,3.5,305000
620,620,45.0,8248,1Fam,1Story,3,1914,Gable,CompShg,BrkTil,TA,N,2,1,5,Typ,0,0,0,0,2008,1728,2.0,67000
621,621,90.0,10800,1Fam,2Story,7,1974,Gable,CompShg,CBlock,TA,Y,4,1,9,Typ,1,2,624,0,2008,4136,2.5,240000
622,622,71.0,7064,1Fam,1Story,6,1977,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,0,2,484,0,2009,1960,1.0,135000
623,623,60.0,2117,TwnhsE,2Story,5,2000,Gable,CompShg,PConc,Ex,Y,2,1,4,Typ,1,2,440,0,2007,2268,2.5,168500
624,624,80.0,10400,1Fam,2Story,5,1972,Gable,CompShg,CBlock,Gd,Y,4,1,8,Min2,1,2,484,0,2006,2522,3.0,165150
625,625,87.0,10000,1Fam,1Story,6,1962,Hip,CompShg,CBlock,TA,Y,3,1,5,Typ,0,2,440,0,2010,2232,1.5,160000
626,626,60.0,12342,1Fam,1Story,5,1960,Hip,CompShg,CBlock,TA,Y,3,1,6,Min1,1,1,286,0,2007,2400,1.0,139900
627,627,80.0,9600,1Fam,SLvl,6,1955,Gable,CompShg,CBlock,Ex,Y,3,1,7,Typ,2,1,364,0,2010,2676,2.0,153000
628,628,70.0,11606,1Fam,2Story,5,1969,Gable,CompShg,PConc,TA,Y,5,1,9,Typ,2,2,504,0,2007,3120,2.5,135000
629,629,82.0,9020,1Fam,SLvl,5,1964,Gable,WdShngl,CBlock,TA,Y,3,1,6,Typ,0,2,520,0,2008,2598,2.5,168500
630,630,50.0,9000,1Fam,2Story,6,1880,Gable,CompShg,BrkTil,TA,Y,3,1,8,Typ,0,1,240,0,2006,2386,1.0,124000
631,631,34.0,4590,Twnhs,1Story,5,2006,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,627,0,2007,3108,2.0,209500
632,632,85.0,11900,1Fam,1Story,5,1977,Hip,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,544,0,2009,2797,2.0,82500
633,633,80.0,9250,1Fam,1Story,7,1954,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,0,1,260,0,2007,2112,1.5,139400
634,634,64.0,6979,Duplex,SFoyer,5,1980,Gable,CompShg,CBlock,Gd,Y,0,2,4,Typ,0,2,576,0,2010,2112,2.0,144000
635,635,60.0,10896,2fmCon,2.5Fin,7,1914,Hip,CompShg,CBlock,Ex,Y,8,2,14,Typ,0,0,0,0,2007,4320,2.0,200000
636,636,51.0,6120,1Fam,1Story,3,1936,Gable,CompShg,BrkTil,Fa,N,1,1,4,Maj1,1,0,0,0,2009,1064,1.0,60000
637,637,50.0,6000,2fmCon,1.5Fin,4,1954,Gable,CompShg,CBlock,TA,Y,3,2,7,Typ,0,1,256,0,2009,2198,2.0,93000
638,638,67.0,8777,1Fam,1Story,7,1910,Gable,CompShg,CBlock,Gd,Y,2,1,4,Typ,0,0,0,0,2008,1592,1.0,85000
639,639,53.0,3982,TwnhsE,1Story,5,2006,Hip,CompShg,PConc,Ex,Y,1,1,7,Typ,1,3,648,0,2006,3087,3.0,264561
640,640,62.0,12677,TwnhsE,1Story,5,2003,Hip,CompShg,PConc,Ex,Y,1,1,6,Typ,1,2,588,0,2008,3036,1.5,274000
641,641,60.0,7050,1Fam,2Story,5,2001,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,650,0,2007,2986,3.5,226000
642,642,75.0,13860,1Fam,SLvl,7,1972,Gable,CompShg,CBlock,Gd,Y,4,1,9,Typ,3,2,538,0,2009,4656,3.5,345000
643,643,80.0,10793,1Fam,2Story,5,1969,Mansard,CompShg,CBlock,Ex,Y,4,1,7,Min1,0,2,462,0,2007,2400,2.5,152000
644,644,85.0,9187,1Fam,1Story,5,2009,Gable,CompShg,PConc,Ex,Y,2,1,7,Typ,1,3,478,0,2009,3532,3.5,370878
645,645,60.0,10530,1Fam,1Story,5,1971,Hip,CompShg,CBlock,TA,Y,3,1,5,Typ,0,2,576,0,2007,1962,2.5,143250
646,646,60.0,7200,1Fam,1Story,5,1950,Hip,CompShg,CBlock,Gd,Y,3,1,7,Min1,0,2,420,0,2008,1048,1.0,98300
647,647,85.0,10452,1Fam,1Story,5,1953,Hip,CompShg,CBlock,Ex,Y,3,1,5,Typ,2,2,495,0,2008,2188,1.0,155000
648,648,70.0,7700,1Fam,2Story,5,1966,Gable,CompShg,CBlock,TA,Y,4,1,7,Typ,1,2,442,0,2010,2595,1.5,155000
649,649,21.0,1936,Twnhs,SFoyer,6,1970,Gable,CompShg,CBlock,Gd,Y,1,1,3,Typ,0,0,0,0,2007,1260,2.0,84500
650,650,65.0,8125,1Fam,2Story,6,2007,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,562,0,2008,2478,2.5,205950
651,651,60.0,9084,1Fam,2Story,5,1940,Gable,CompShg,CBlock,TA,Y,4,1,7,Typ,1,1,296,0,2009,2265,2.0,108000
652,652,70.0,8750,1Fam,2Story,5,1996,Gable,CompShg,PConc,Ex,Y,2,1,7,Typ,1,2,512,0,2009,2596,2.5,191000
653,653,60.0,10320,1Fam,1.5Fin,7,1906,Gable,CompShg,CBlock,Ex,Y,3,1,7,Typ,0,1,216,0,2008,2225,1.0,135000
654,654,91.0,10437,1Fam,1Story,6,1995,Hip,CompShg,PConc,Ex,Y,2,1,7,Typ,1,3,839,0,2008,4222,3.5,350000
655,655,21.0,1680,Twnhs,2Story,5,1971,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,0,1,264,0,2010,1617,1.5,88000
656,656,72.0,10007,1Fam,1Story,7,1959,Gable,CompShg,CBlock,Ex,Y,3,1,5,Typ,0,1,312,0,2008,2106,2.5,145500
657,657,60.0,7200,1Fam,2Story,6,1931,Gable,CompShg,BrkTil,TA,Y,3,1,6,Typ,1,1,270,0,2008,2278,1.5,149000
658,658,78.0,17503,1Fam,1.5Fin,5,1948,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,1,330,0,2010,2370,1.5,97500
659,659,75.0,9937,1Fam,1Story,7,1964,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,480,0,2009,2972,2.0,167000
660,660,60.0,12384,1Fam,2Story,7,1976,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,1,2,550,0,2007,2728,2.5,197900
661,661,52.0,46589,1Fam,2Story,7,1994,Hip,CompShg,PConc,Ex,Y,4,1,8,Typ,1,3,711,0,2009,4077,3.5,402000
662,662,120.0,13560,1Fam,1Story,3,1968,Hip,CompShg,CBlock,Gd,Y,2,1,5,Maj2,2,2,576,0,2009,2784,2.0,110000
663,663,90.0,10012,1Fam,SFoyer,5,1972,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,0,2,588,0,2008,2319,3.0,137500
664,664,49.0,20896,1Fam,1Story,5,2005,Gable,CompShg,PConc,Ex,Y,1,1,8,Typ,1,3,1134,0,2006,4174,2.5,423000
665,665,106.0,11194,1Fam,2Story,5,2000,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,504,0,2006,3342,2.5,230500
666,666,60.0,18450,1Fam,2Story,5,1965,Flat,Tar&Grv,CBlock,TA,Y,3,1,7,Sev,1,2,596,0,2007,3401,2.5,129000
667,667,65.0,8125,1Fam,1Story,5,1994,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,1,2,575,0,2008,3087,3.0,193500
668,668,60.0,14175,1Fam,1Story,6,1956,Gable,CompShg,CBlock,Gd,Y,3,1,6,Min2,1,2,576,0,2006,2625,2.5,168000
669,669,80.0,11600,1Fam,1Story,5,1922,Gable,CompShg,BrkTil,Ex,Y,2,1,5,Typ,1,1,252,0,2006,1880,1.0,137500
670,670,64.0,8633,1Fam,2Story,5,2005,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,540,0,2009,2214,3.5,173500
671,671,54.0,6629,1Fam,2Story,6,1925,Gambrel,CompShg,BrkTil,TA,N,3,1,6,Typ,0,1,300,0,2009,2041,3.0,103600
672,672,60.0,11250,1Fam,1Story,6,1977,Gable,CompShg,CBlock,TA,Y,3,1,6,Typ,1,2,546,0,2006,2416,2.5,165000
673,673,110.0,14442,1Fam,1Story,7,1957,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,2,2,416,0,2007,3316,3.0,257500
674,674,80.0,9200,1Fam,1Story,6,1965,Gable,CompShg,CBlock,TA,Y,3,1,5,Typ,1,1,384,0,2008,2272,2.0,140000
675,675,24.0,2289,Twnhs,2Story,6,1978,Gable,CompShg,CBlock,TA,Y,3,1,7,Typ,1,2,440,0,2009,2296,2.5,148500
676,676,60.0,9600,1Fam,2Story,2,1900,Gable,CompShg,BrkTil,Fa,N,4,2,8,Min2,0,3,779,0,2006,2869,3.0,87000
677,677,52.0,9022,1Fam,1Story,8,1924,Gable,CompShg,BrkTil,Ex,Y,2,1,5,Typ,0,1,240,0,2009,1560,1.0,109500
678,678,80.0,11844,1Fam,1Story,5,2008,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,1,3,834,0,2009,4092,2.5,372500
679,679,60.0,9945,1Fam,1Story,5,1961,Hip,CompShg,CBlock,TA,Y,3,1,5,Typ,0,2,572,0,2007,1976,2.0,128500
680,680,50.0,8012,TwnhsE,1Story,5,1980,Gable,CompShg,CBlock,TA,Y,2,1,5,Typ,1,1,264,0,2010,1846,2.0,143000
681,681,55.0,4500,1Fam,1.5Fin,5,1932,Gable,CompShg,BrkTil,Ex,Y,3,1,6,Typ,0,1,281,0,2009,2313,1.0,159434
682,682,60.0,2887,1Fam,1Story,5,1996,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,431,0,2008,2582,2.0,173000
683,683,90.0,11248,1Fam,1Story,5,2002,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,1,3,702,0,2007,3294,3.0,285000
684,684,58.0,16770,1Fam,2Story,5,1998,Gable,CompShg,PConc,Gd,Y,4,1,7,Typ,0,2,486,0,2010,3034,2.5,221000
685,685,60.0,5062,TwnhsE,2Story,5,1984,Gable,CompShg,CBlock,Gd,Y,3,1,6,Min1,1,2,577,0,2007,3280,3.0,207500
686,686,84.0,10207,1Fam,2Story,6,2007,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,578,0,2007,2635,3.0,227875
687,687,60.0,5105,TwnhsE,2Story,5,2004,Gable,CompShg,PConc,Ex,Y,2,1,4,Typ,0,2,480,0,2007,1653,2.5,148800
688,688,60.0,8089,1Fam,1Story,6,2007,Gable,CompShg,PConc,Ex,Y,2,1,7,Typ,1,2,567,0,2007,2838,3.0,392000
689,689,61.0,7577,TwnhsE,1Story,5,2005,Gable,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,460,0,2007,2724,2.0,194700
690,690,60.0,4426,TwnhsE,1Story,5,2004,Gable,CompShg,PConc,Ex,Y,1,1,3,Typ,1,2,420,0,2008,1696,2.0,141000
691,691,104.0,21535,1Fam,2Story,6,1994,Gable,WdShngl,PConc,Ex,Y,4,1,10,Typ,2,3,832,0,2007,6760,4.0,755000
692,692,42.0,26178,1Fam,2Story,5,1989,Hip,CompShg,PConc,Ex,Y,4,1,9,Typ,2,2,628,0,2006,3729,3.5,335000
693,693,60.0,5400,1Fam,1Story,6,1921,Gable,CompShg,BrkTil,Ex,Y,2,1,4,Typ,0,1,326,0,2006,2146,1.0,108480
694,694,51.0,6120,1Fam,1.5Fin,6,1936,Gable,CompShg,BrkTil,TA,Y,3,1,5,Typ,0,2,576,0,2009,2466,1.5,141500
695,695,54.0,13811,1Fam,1Story,6,1987,Gable,CompShg,CBlock,Gd,Y,2,1,5,Typ,1,2,551,0,2006,2249,3.0,176000
696,696,50.0,6000,1Fam,1Story,7,1921,Gable,CompShg,CBlock,Gd,Y,2,1,4,Typ,0,1,205,0,2006,1232,1.0,89000
697,697,57.0,6420,1Fam,1Story,7,1952,Gable,CompShg,PConc,Fa,Y,2,1,6,Typ,0,1,308,0,2006,2128,1.5,123500
698,698,65.0,8450,1Fam,1Story,8,1965,Gable,CompShg,CBlock,Ex,Y,3,1,5,Typ,1,1,336,0,2010,1788,2.0,138500
699,699,59.0,4282,TwnhsE,1Story,5,2004,Gable,CompShg,PConc,Ex,Y,2,1,5,Typ,0,2,530,0,2008,2782,2.0,196000
700,700,85.0,14331,1Fam,1Story,5,2002,Hip,CompShg,PConc,Ex,Y,3,1,7,Typ,1,3,765,0,2006,3600,3.0,312500
701,701,80.0,9600,1Fam,1Story,5,1969,Hip,CompShg,CBlock,TA,Y,3,1,6,Typ,0,2,528,0,2006,2328,1.5,140000
702,702,82.0,12438,1Fam,2Story,5,2006,Hip,CompShg,PConc,Ex,Y,4,1,10,Typ,1,3,666,0,2006,3810,2.5,361919
703,703,76.0,7630,2fmCon,2Story,9,1900,Gable,CompShg,BrkTil,Gd,Y,4,2,8,Typ,1,2,672,0,2010,2172,2.0,140000
704,704,70.0,8400,1Fam,1Story,5,2004,Gable,CompShg,PConc,Ex,Y,3,1,7,Typ,0,2,606,0,2010,2957,3.0,213000
705,705,70.0,5600,2fmCon,2Story,5,1930,Hip,CompShg,Slab,Fa,N,3,2,7,Mod,0,0,0,0,2010,1092,2.0,55000
706,706,60.0,115149,1Fam,1Story,5,1971,Gable,CompShg,CBlock,TA,Y,2,1,5,Typ,2,2,739,0,2007,3467,3.0,302000
707,707,48.0,6240,TwnhsE,1Story,5,2006,Hip,CompShg,PConc,Ex,Y,2,1,6,Typ,1,2,550,0,2009,2648,3.0,254000
708,708,65.0,9018,1Fam,2Story,5,2007,Hip,CompShg,PConc,Ex,Y,3,1,8,Typ,1,2,400,0,2007,2184,2.5,179540
709,709,60.0,7162,1Fam,1Story,7,1966,Gable,CompShg,PConc,TA,Y,3,1,6,Typ,0,1,408,0,2008,1780,1.0,109900
710,710,56.0,4130,1Fam,1Story,6,1935,Gable,CompShg,CBlock,Gd,Y,2,1,5,Maj2,0,0,0,0,2008,999,1.0,52000
711,711,66.0,8712,1Fam,1.5Fin,7,1900,Gable,CompShg,Stone,Gd,Y,2,1,7,Typ,0,1,384,0,2010,2037,1.0,102776
712,712,40.0,4671,TwnhsE,1Story,5,1988,Gable,CompShg,PConc,Gd,Y,2,1,5,Typ,1,2,472,0,2008,2456,3.0,189000
713,713,60.0,9873,2fmCon,1Story,5,1970,Gable,CompShg,CBlock,TA,N,3,1,6,Typ,0,2,576,0,2006,1920,2.0,129000
