,Unnamed: 0,LotFrontage,LotArea,BldgType,HouseStyle,OverallCond,RoofStyle,RoofMatl,Foundation,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PoolArea,TotalSF,TotalBathSum,SalePrice,AgeOfHouseSold
750,750,55.0,8800,0,0,7,1,1,0,2,1,3,1,7,3,0,0,0,0,1716,1.0,96500,100
751,751,60.0,7750,0,5,5,1,1,2,0,1,3,1,6,6,0,2,400,0,1980,2.5,162000,4
752,752,79.0,9236,0,2,5,1,1,2,0,1,3,1,6,6,0,2,576,0,2973,3.0,217000,9
753,753,80.0,10240,0,5,5,1,1,2,2,1,3,1,8,6,1,3,878,0,3128,2.5,275500,1
754,754,61.0,7930,0,2,8,1,1,1,2,1,3,1,5,6,0,2,440,0,2052,2.0,156000,40
755,755,34.0,3230,4,5,5,1,1,2,2,1,3,1,6,6,0,2,440,0,2200,2.5,172500,10
756,756,68.0,10769,0,5,5,1,1,2,0,1,3,1,7,6,0,2,578,0,2634,2.5,212000,2
757,757,60.0,11616,0,5,5,3,1,1,4,1,3,1,6,6,1,2,440,0,2058,2.5,158900,32
758,758,24.0,2280,3,5,5,1,1,2,2,1,3,1,6,6,0,2,440,0,2245,2.5,179400,9
759,759,65.0,12257,0,5,5,1,1,2,0,1,4,1,9,6,1,3,752,0,3849,2.5,290000,12
760,760,70.0,9100,0,2,6,3,1,1,0,1,2,1,5,6,0,1,300,0,1728,1.0,127500,50
761,761,60.0,6911,0,2,5,1,1,2,4,1,2,1,5,2,0,2,440,0,2446,1.0,100000,85
762,762,72.0,8640,0,5,5,1,1,2,0,1,3,1,7,6,0,2,614,0,2303,2.5,215200,1
763,763,82.0,9430,0,5,5,1,1,2,0,1,3,1,8,6,1,3,856,0,3617,3.5,337000,10
764,764,30.0,9549,4,2,5,3,1,2,0,1,2,1,6,6,1,2,481,0,2988,2.5,270000,11
765,765,75.0,14587,0,2,5,1,1,2,0,1,2,1,6,6,1,2,592,0,3004,2.0,264132,0
766,766,80.0,10421,0,5,5,1,1,1,4,1,3,1,7,6,1,2,496,0,2694,2.5,196500,22
767,767,75.0,12508,0,0,7,1,1,1,0,1,4,1,7,4,0,1,423,0,2733,3.0,160000,68
768,768,70.0,9100,0,2,5,3,1,2,0,1,3,1,8,6,1,2,484,0,3696,2.0,216837,2
769,769,47.0,53504,0,5,5,3,1,2,0,1,4,1,12,4,1,3,841,0,4929,4.5,538000,7
770,770,60.0,7252,0,6,5,3,1,1,4,1,2,1,5,6,0,2,576,0,1716,2.0,134900,27
771,771,67.0,8877,0,2,5,1,1,1,4,1,2,1,6,6,0,2,396,0,2056,1.0,102000,55
772,772,94.0,7819,0,7,5,1,1,1,4,1,3,1,6,6,1,2,672,0,2146,2.0,107000,34
773,773,70.0,10150,0,2,5,1,1,1,0,1,2,1,5,6,0,1,275,0,1824,1.0,114500,49
774,774,110.0,14226,0,2,5,3,1,2,2,1,3,1,9,6,1,3,895,0,3908,2.0,395000,1
775,775,32.0,4500,4,2,5,3,1,2,0,1,2,1,5,6,0,2,412,0,2408,3.0,162000,11
776,776,86.0,11210,0,2,5,1,1,2,0,1,3,1,7,6,0,3,865,0,3228,2.0,221500,1
777,777,100.0,13350,0,2,5,3,1,1,4,1,3,1,5,6,1,2,440,0,1758,2.0,142500,32
778,778,60.0,8400,2,2,5,1,1,3,4,1,4,2,10,6,2,2,630,0,2020,2.0,144000,30
779,779,78.0,10530,2,6,5,1,1,1,4,1,2,1,4,6,0,2,504,0,1979,2.0,135000,29
780,780,63.0,7875,0,2,5,1,1,2,2,1,3,1,6,6,1,2,402,0,2490,2.0,176000,12
781,781,65.0,7153,0,5,5,1,1,2,0,1,3,1,7,6,0,2,484,0,2364,2.5,175900,14
782,782,67.0,16285,0,2,5,1,1,2,0,1,3,1,6,6,0,2,605,0,2843,2.0,187100,8
783,783,60.0,9101,0,6,6,1,1,2,0,1,1,1,4,6,1,2,602,0,2207,2.0,165500,31
784,784,35.0,6300,0,4,6,1,1,1,0,1,3,1,9,6,1,0,0,0,2226,2.0,128000,94
785,785,60.0,9790,0,2,5,1,1,1,4,1,3,1,7,6,1,2,457,0,2714,2.0,161500,42
786,786,60.0,10800,0,0,6,1,1,2,4,1,4,1,7,6,0,1,416,0,2338,3.0,139000,95
787,787,76.0,10142,0,5,5,1,1,2,0,1,4,1,8,6,0,2,618,0,3040,3.5,233000,6
788,788,50.0,6000,0,2,7,1,1,1,0,1,2,1,4,6,0,1,281,0,1802,1.0,107900,54
789,789,60.0,12205,0,5,8,1,1,1,2,1,5,1,9,6,0,2,444,0,2919,2.5,187500,41
790,790,43.0,3182,4,2,5,1,1,2,0,1,2,1,5,6,1,2,397,0,2290,2.0,160200,4
791,791,60.0,11333,0,7,5,1,1,2,4,1,3,1,5,6,2,2,539,0,2091,2.0,146800,31
792,792,92.0,9920,0,5,5,1,1,2,0,1,3,1,8,6,1,2,455,0,3130,3.5,269790,11
793,793,76.0,9158,0,2,5,1,1,2,0,1,3,1,7,6,0,2,474,0,2992,2.0,225000,0
794,794,60.0,10832,0,5,5,1,1,2,0,1,3,1,7,6,1,2,409,0,2607,2.5,194500,14
795,795,70.0,8400,0,5,6,1,1,1,4,1,3,1,7,6,1,2,476,0,2214,2.5,171000,30
796,796,71.0,8197,0,2,5,1,1,1,0,1,3,1,7,6,1,2,528,0,1945,1.5,143500,30
797,797,57.0,7677,0,2,5,1,1,1,2,1,2,1,4,6,0,1,240,0,1546,1.0,110000,55
798,798,104.0,13518,0,5,5,3,1,2,0,1,4,1,11,6,2,3,820,0,5066,3.5,485000,1
799,799,60.0,7200,0,0,7,1,1,0,0,1,3,1,7,6,2,1,240,0,2499,2.5,175000,70
800,800,79.0,12798,0,5,5,1,1,2,2,1,4,1,8,6,0,2,603,0,2304,3.5,200000,11
801,801,40.0,4800,0,2,7,1,1,1,0,1,2,1,5,6,0,2,440,0,2392,2.0,109900,91
802,802,63.0,8199,0,5,5,1,1,2,0,1,3,1,7,6,1,2,410,0,2184,3.5,189000,3
803,803,107.0,13891,0,5,5,3,1,2,0,1,4,1,12,6,1,3,1020,0,4556,3.5,582933,1
804,804,75.0,9000,0,2,5,1,1,1,4,1,2,1,5,2,0,1,286,0,2064,1.0,118000,52
805,805,91.0,12274,0,2,5,1,1,2,0,1,3,1,6,6,0,2,554,0,2845,2.0,227680,0
806,806,75.0,9750,0,7,5,1,1,2,2,1,3,1,6,6,0,1,384,0,1960,2.0,135500,39
807,807,144.0,21384,0,5,6,1,1,1,0,1,3,1,6,6,1,2,528,0,2900,3.5,223500,86
808,808,85.0,13400,0,7,5,1,1,1,4,1,3,1,6,6,1,2,484,0,2110,2.0,159950,40
809,809,90.0,8100,0,4,5,3,1,2,4,0,2,3,11,6,0,2,360,0,2987,2.0,106000,111
810,810,78.0,10140,0,2,6,3,1,1,1,1,3,1,5,6,1,2,484,648,2349,2.5,181000,32
811,811,60.0,4438,4,2,5,1,1,2,0,1,1,1,4,6,1,2,420,0,1696,2.0,144500,4
812,812,66.0,8712,0,2,5,3,1,1,4,0,2,1,4,6,0,2,504,0,1584,1.0,55993,58
813,813,75.0,9750,0,2,6,1,1,1,2,1,4,1,7,6,0,1,301,0,2884,1.5,157900,49
814,814,45.0,8248,0,0,7,1,1,0,2,1,3,1,7,6,0,1,280,0,1936,2.0,116000,88
815,815,48.0,12137,0,2,5,1,1,2,0,1,3,1,6,6,0,2,598,0,3310,2.0,224900,12
816,816,60.0,11425,0,2,6,1,1,1,2,1,2,1,4,6,1,1,275,0,2016,1.0,137000,52
817,817,60.0,13265,0,2,5,3,1,2,0,1,3,1,7,6,2,3,857,0,3257,3.0,271000,6
818,818,80.0,8816,0,7,7,1,1,1,2,1,3,1,6,6,0,2,440,0,2062,2.0,155000,39
819,819,44.0,6371,4,2,5,1,1,2,0,1,2,1,6,6,1,2,484,0,2716,3.0,224000,1
820,820,72.0,7226,0,5,5,1,1,2,0,1,3,1,6,6,0,2,595,0,2438,2.5,183000,5
821,821,60.0,6000,1,2,4,1,1,1,4,0,2,1,4,3,0,2,576,0,1872,1.0,93000,56
822,822,60.0,12394,0,5,5,1,1,2,0,1,3,1,7,6,1,2,433,0,2580,2.5,225000,4
823,823,60.0,9900,0,0,7,1,1,0,4,1,3,1,7,6,1,1,240,0,2267,2.0,139500,69
824,824,81.0,11216,0,2,5,1,1,2,0,1,3,1,7,6,1,2,776,0,2978,2.0,232600,0
825,825,114.0,14803,0,2,5,3,1,2,0,1,2,1,7,6,1,3,1220,0,4162,3.0,385000,1
826,826,50.0,6130,0,1,6,1,1,0,2,1,2,1,5,6,0,0,0,0,1568,2.0,109500,84
827,827,65.0,8529,0,2,5,1,1,2,0,1,3,1,6,6,1,2,527,0,2888,2.0,189000,8
828,828,60.0,28698,0,5,5,0,5,2,4,1,3,1,7,3,0,2,538,0,3139,3.0,185000,42
829,829,24.0,2544,3,5,5,1,1,2,0,1,2,1,4,6,0,2,480,0,1743,2.5,147400,1
830,830,80.0,11900,0,2,5,1,1,1,4,1,3,1,6,6,2,2,458,0,2784,2.5,166000,51
831,831,30.0,3180,4,5,5,1,1,2,0,1,2,1,4,6,0,2,480,0,1720,2.5,151000,1
832,832,44.0,9548,0,5,6,1,1,2,0,1,3,1,7,6,1,2,613,0,2770,3.5,237000,7
833,833,100.0,10004,0,2,6,1,1,1,4,1,3,1,6,6,0,2,472,0,3032,1.5,167000,45
834,834,75.0,7875,0,2,6,1,1,1,2,1,3,1,6,6,0,2,456,0,2288,2.0,139950,47
835,835,60.0,9600,0,2,7,1,1,1,4,1,2,1,4,3,0,2,436,0,2134,2.0,128000,60
836,836,90.0,8100,0,2,6,1,1,0,2,1,2,1,5,3,0,2,812,0,3118,2.0,153500,59
837,837,21.0,1680,3,5,5,1,1,1,4,1,2,1,5,6,0,1,264,0,1470,2.5,100000,35
838,838,75.0,9525,0,2,6,1,1,2,0,1,3,1,6,6,0,1,352,0,2198,1.5,144000,13
839,839,70.0,11767,0,0,6,1,1,1,0,1,3,1,6,6,0,1,240,0,1968,1.0,130500,62
840,840,60.0,12155,0,5,8,1,1,0,4,0,4,1,7,6,0,1,400,0,2154,2.0,140000,83
841,841,60.0,10440,0,5,8,1,1,2,2,1,3,1,8,6,1,2,686,0,2189,2.0,157500,104
842,842,82.0,9020,0,7,7,1,1,1,4,1,3,1,6,6,0,2,490,0,2292,2.5,174900,42
843,843,80.0,8000,2,2,4,1,1,1,0,0,6,2,10,6,0,0,0,0,3600,2.0,141000,46
844,844,100.0,12665,0,0,8,1,1,0,2,1,4,1,7,6,1,3,720,0,2292,1.5,153900,93
845,845,60.0,16647,0,6,5,1,1,1,4,1,3,1,6,3,2,2,611,0,3091,3.0,171000,32
846,846,75.0,9317,0,5,5,1,1,2,0,1,3,1,7,6,1,2,425,0,2515,3.5,213000,16
847,847,36.0,15523,0,2,6,1,1,1,0,1,3,1,5,6,1,1,338,0,1728,2.0,133500,37
848,848,75.0,45600,0,0,8,1,1,0,4,1,5,1,10,6,1,2,360,0,3265,3.0,240000,100
849,849,80.0,9600,0,7,7,3,1,1,0,1,3,1,7,6,1,2,512,0,2383,2.5,187000,31
850,850,36.0,4435,4,2,5,1,1,2,0,1,1,1,3,6,0,2,420,0,1696,2.0,131500,4
851,851,60.0,3196,4,2,5,1,1,2,0,1,2,1,7,6,1,2,400,0,2729,2.0,215000,3
852,852,53.0,7128,0,4,5,1,1,1,2,1,4,1,7,6,2,1,240,0,2564,2.0,164000,66
853,853,60.0,12095,0,7,6,1,1,1,4,1,3,1,7,6,1,2,645,0,2572,1.5,158000,45
854,854,102.0,17920,0,2,4,3,1,1,4,1,3,1,6,6,1,2,454,0,3542,2.5,170000,51
855,855,60.0,6897,0,2,8,1,1,1,0,1,3,1,6,6,0,1,260,0,2080,2.5,127000,48
856,856,60.0,10970,0,7,6,1,1,1,4,1,3,1,5,6,0,2,576,0,1966,2.0,147000,30
857,857,65.0,8125,0,5,5,1,1,2,2,1,3,1,6,6,1,2,343,0,2183,2.5,174000,15
858,858,80.0,10400,0,2,5,1,1,1,4,1,3,1,6,6,1,2,479,0,2460,2.0,152000,33
859,859,60.0,11029,0,5,7,1,1,1,4,1,4,1,9,6,1,2,619,0,3708,3.5,250000,38
860,860,55.0,7642,0,0,8,1,1,0,2,1,3,1,7,6,1,1,216,0,2338,1.5,189950,89
861,861,75.0,11625,1,2,4,3,1,2,0,1,3,1,6,6,0,2,504,0,2078,2.5,131500,45
862,862,81.0,9672,0,2,5,3,1,2,4,1,3,1,6,6,0,2,480,0,2137,2.0,152000,26
863,863,70.0,7931,0,2,5,3,1,1,4,1,3,1,6,6,0,1,672,0,2296,2.0,132500,50
864,864,72.0,8640,0,2,5,1,1,2,0,1,3,1,6,6,0,2,529,0,2744,2.0,250580,1
865,865,60.0,8750,0,2,6,1,1,1,4,1,3,1,5,6,0,2,902,0,2004,2.0,148500,39
866,866,67.0,10656,0,2,5,1,1,2,0,1,3,1,6,6,1,3,870,0,3284,2.0,248900,1
867,867,85.0,6970,0,2,5,1,1,1,4,1,3,1,5,6,0,2,544,0,2160,2.5,129000,46
868,868,60.0,14762,0,5,6,1,1,3,2,1,2,1,7,6,1,2,672,0,2267,2.0,169000,58
869,869,80.0,9938,0,5,5,1,1,2,0,1,3,1,8,6,1,2,574,0,2999,3.5,236000,17
870,870,60.0,6600,0,2,5,3,1,1,2,0,2,1,5,6,0,1,308,0,1788,1.0,109500,47
871,871,70.0,8750,0,5,5,1,1,2,0,1,3,1,7,6,0,2,523,0,2486,2.5,200500,12
872,872,74.0,8892,0,2,7,1,1,4,2,1,3,1,5,6,0,2,414,0,1015,1.0,116000,55
873,873,60.0,12144,0,2,7,1,1,1,2,1,3,1,6,6,1,1,288,0,1868,1.0,133000,60
874,874,52.0,5720,0,0,6,1,1,1,0,1,3,1,5,6,0,1,200,0,1807,1.5,66500,68
875,875,75.0,9000,0,5,5,1,1,2,0,1,4,1,11,6,1,2,550,0,3794,2.5,303477,0
876,876,94.0,25286,0,2,5,1,1,2,2,1,3,1,5,6,0,2,648,0,2104,2.0,132250,44
877,877,74.0,8834,0,5,5,3,1,2,0,1,4,1,10,6,1,3,738,0,3686,3.5,350000,5
878,878,88.0,11782,0,6,7,1,1,1,4,1,3,1,6,3,0,2,576,0,2264,2.0,148000,49
879,879,60.0,7000,0,2,8,1,1,1,0,1,3,1,6,6,0,1,336,0,1728,2.0,136500,31
880,880,60.0,7024,0,2,5,1,1,2,2,1,2,1,5,6,0,2,450,0,2180,2.5,157000,2
881,881,44.0,13758,0,0,5,1,1,1,0,1,3,1,7,6,1,2,400,0,2873,2.5,187500,17
882,882,60.0,9636,0,5,5,1,1,2,2,1,3,1,7,6,1,2,389,0,2401,2.5,178000,17
883,883,60.0,6204,0,3,5,1,1,2,4,0,5,1,10,6,0,1,440,0,2544,2.0,118500,94
884,884,65.0,7150,0,2,5,1,1,1,4,1,3,1,5,6,0,1,288,0,1784,1.0,100000,42
885,885,50.0,5119,4,2,5,1,1,2,0,1,2,1,5,6,1,2,506,0,3407,3.0,328900,9
886,886,70.0,8393,2,2,5,1,1,1,0,1,4,2,8,6,0,2,588,0,3338,2.0,145000,47
887,887,59.0,16466,0,0,7,1,1,2,4,1,3,1,8,6,0,1,300,0,2209,1.5,135500,53
888,888,95.0,15865,0,2,6,0,5,2,0,1,4,1,8,6,1,2,621,0,4434,3.0,268000,37
889,889,128.0,12160,0,2,4,3,1,1,0,1,2,1,6,6,1,2,505,0,3010,2.0,149500,56
890,890,60.0,8064,0,0,7,1,1,1,0,1,3,1,6,6,1,2,576,0,1596,1.0,122900,58
891,891,70.0,11184,0,5,5,3,1,1,2,1,3,1,7,6,1,2,440,0,2601,2.5,172500,31
892,892,70.0,8414,0,2,8,3,1,1,4,1,3,1,6,6,0,1,264,0,2127,1.5,154500,43
893,893,60.0,13284,0,2,5,1,1,2,4,1,3,1,6,6,1,1,354,0,2766,2.0,165000,54
894,894,64.0,7018,2,2,5,1,1,3,4,1,4,2,8,6,0,2,400,0,1535,2.0,118858,30
895,895,71.0,7056,0,5,5,3,1,1,4,1,4,1,8,6,1,2,483,0,2576,2.5,140000,45
896,896,50.0,8765,0,2,6,1,1,0,0,0,2,1,6,6,0,1,327,0,1902,1.0,106500,70
897,897,64.0,7018,2,5,5,1,1,3,4,1,6,2,12,6,0,2,528,0,2240,2.0,142953,30
898,898,100.0,12919,0,2,5,3,1,2,0,1,2,1,11,6,2,3,820,0,4694,3.5,611657,1
899,899,65.0,6993,0,2,7,1,1,1,4,1,3,1,6,6,1,1,288,0,2148,1.0,135000,45
900,900,60.0,7340,0,2,6,1,1,1,4,1,2,1,4,6,0,1,684,0,1716,1.0,110000,36
901,901,64.0,8712,0,2,7,3,1,1,4,1,2,1,5,6,0,1,756,0,2298,2.0,153000,52
902,902,63.0,7875,0,5,5,1,1,2,0,1,3,1,8,6,1,2,393,0,2292,2.5,180000,3
903,903,50.0,14859,0,2,5,3,1,2,0,1,3,1,7,6,1,3,690,0,3340,2.0,240000,0
904,904,60.0,6173,0,2,6,1,1,1,4,1,3,1,6,6,0,1,288,0,1778,1.0,125500,40
905,905,80.0,9920,0,2,5,1,1,1,4,1,3,1,6,6,0,1,280,0,2119,2.0,128000,56
906,906,116.0,13501,0,2,5,1,1,2,0,1,3,1,8,6,1,3,865,0,3259,3.0,255000,1
907,907,86.0,11500,0,0,7,1,1,1,2,1,3,1,6,6,1,1,180,0,3074,1.5,250000,70
908,908,60.0,8885,0,2,5,1,1,1,4,1,2,1,5,6,0,2,484,0,1766,2.0,131000,23
909,909,149.0,12589,0,5,5,1,1,2,0,1,3,1,8,6,1,2,390,0,2226,2.5,174000,4
910,910,80.0,11600,2,5,5,1,1,1,4,1,5,2,12,6,0,2,480,0,3379,2.0,154300,50
911,911,60.0,9286,0,2,7,1,1,1,4,1,3,1,5,6,0,1,252,0,2536,1.5,143500,32
912,912,51.0,6120,0,2,7,1,1,0,4,0,3,1,6,2,0,1,450,0,1783,1.0,88000,81
913,913,82.0,6270,2,5,6,1,1,1,4,0,4,2,8,6,0,3,871,0,3003,2.0,145000,58
914,914,30.0,3000,4,5,5,1,1,2,0,1,2,1,4,6,0,2,528,0,1836,2.5,173733,0
915,915,21.0,2001,3,5,5,1,1,1,1,1,3,1,6,6,0,1,286,0,1638,1.5,75000,37
916,916,50.0,9000,0,2,3,1,1,1,4,0,1,1,4,6,0,1,308,0,960,1.0,35311,57
917,917,60.0,17140,0,2,6,1,1,1,0,1,3,1,6,6,0,1,284,0,2363,1.0,135000,53
918,918,103.0,13125,0,5,5,1,1,2,0,1,4,1,8,6,1,3,833,0,3231,3.5,238000,16
919,919,87.0,11029,0,2,8,3,1,1,0,1,3,1,6,2,1,2,601,0,2598,2.0,176500,50
920,920,70.0,8462,0,5,5,1,1,2,0,1,3,1,7,6,0,2,471,0,2649,3.0,201000,13
921,921,67.0,8777,2,0,7,1,1,1,2,1,4,2,9,6,0,0,0,0,3472,5.0,145900,108
922,922,65.0,10237,0,2,5,1,1,2,0,1,3,1,6,6,1,2,397,0,2632,2.0,169990,1
923,923,50.0,8012,4,2,5,1,1,2,0,1,2,1,5,6,1,2,533,0,3221,3.0,193000,15
924,924,79.0,10240,0,2,6,1,1,1,4,1,3,1,7,6,1,2,612,0,3372,3.0,207500,26
925,925,60.0,15611,0,2,6,1,1,2,4,1,3,1,6,6,0,2,540,0,2252,2.5,175000,31
926,926,93.0,11999,0,5,5,3,1,2,0,1,4,1,10,6,1,3,656,0,3555,2.5,285000,4
927,927,60.0,9900,0,5,5,1,1,1,2,1,4,1,9,6,1,2,486,0,2810,2.5,176000,40
928,928,60.0,11838,0,2,5,3,1,2,0,1,3,1,7,6,1,2,522,0,3541,2.0,236500,8
929,929,60.0,13006,0,5,5,1,1,2,2,1,4,1,8,6,1,2,642,0,3200,2.5,222000,9
930,930,73.0,8925,0,2,5,1,1,2,0,1,3,1,7,6,0,3,610,0,2932,2.0,201000,2
931,931,70.0,9100,0,2,6,1,1,1,0,1,2,1,5,6,0,1,429,0,1850,1.5,117500,44
932,932,84.0,11670,0,2,5,3,1,2,0,1,3,1,8,6,1,3,788,0,3810,2.0,320000,1
933,933,63.0,8487,0,2,5,1,1,2,0,1,3,1,6,6,0,2,570,0,3000,2.0,190000,5
934,934,313.0,27650,0,2,7,0,5,1,0,1,4,1,9,6,1,2,505,0,2654,3.0,242000,48
935,935,52.0,5825,0,2,5,1,1,2,2,1,1,1,5,6,0,2,528,0,1347,1.0,79900,80
936,936,67.0,10083,0,2,5,1,1,2,0,1,2,1,5,6,0,2,555,0,2376,3.0,184900,6
937,937,75.0,9675,0,5,5,1,1,2,0,1,3,1,8,6,1,2,689,0,3084,2.5,253000,4
938,938,73.0,8760,0,5,5,1,1,2,0,1,3,1,7,6,0,3,868,0,3353,2.5,239799,0
939,939,60.0,24090,0,5,7,1,1,1,0,1,4,1,10,6,2,1,349,0,3435,2.0,244400,70
940,940,55.0,12640,2,2,5,1,1,1,4,1,4,2,8,6,0,2,574,0,3456,2.0,150900,30
941,941,60.0,8755,0,5,5,1,1,2,0,1,3,1,8,6,1,2,390,0,3052,3.5,214000,10
942,942,42.0,7711,2,2,3,1,1,2,4,1,4,2,8,6,0,0,0,0,2880,4.0,150000,30
943,943,100.0,25000,2,2,4,1,1,1,4,1,4,2,8,6,0,2,576,0,3264,2.0,143000,40
944,944,60.0,14375,0,7,6,1,1,1,2,1,3,1,7,6,1,2,525,0,2163,1.5,137500,51
945,945,98.0,8820,0,0,6,3,1,0,4,1,2,1,7,6,0,2,456,0,2837,1.0,124900,119
946,946,70.0,8163,0,7,6,1,1,1,4,1,3,1,6,6,1,1,796,0,2288,2.0,143000,47
947,947,85.0,14536,0,2,5,3,1,2,0,1,3,1,9,6,1,3,808,0,3245,3.0,270000,5
948,948,65.0,14006,0,5,5,1,1,2,0,1,3,1,7,6,1,2,474,0,2712,2.5,192500,4
949,949,78.0,9360,0,2,7,3,1,1,4,1,3,1,5,6,1,2,676,0,2542,2.5,197500,38
950,950,60.0,7200,0,2,8,1,1,1,2,1,3,1,5,6,0,2,720,0,1728,2.0,129000,57
951,951,60.0,7800,0,2,5,1,1,1,2,1,3,1,6,6,0,1,300,0,1793,2.0,119900,41
952,952,60.0,7200,0,6,8,1,1,1,2,1,2,1,5,6,0,1,396,0,1536,1.5,133900,37
953,953,60.0,11075,0,5,4,1,1,1,0,1,4,1,7,3,1,2,530,0,2752,3.0,172000,39
954,954,35.0,9400,2,6,5,0,5,1,4,1,4,0,4,6,0,0,0,0,1925,3.0,127500,31
955,955,82.0,7136,2,5,6,1,1,1,4,0,4,2,8,6,0,2,492,0,2937,2.0,145000,61
956,956,24.0,1300,4,5,6,1,1,1,4,1,2,1,5,6,1,2,462,0,1790,1.5,124000,29
957,957,70.0,7420,0,2,5,3,1,1,4,1,3,1,6,6,0,2,576,0,2114,1.0,132000,45
958,958,65.0,8450,0,2,5,1,1,2,0,1,3,1,6,6,0,2,531,0,2674,3.0,185000,4
959,959,24.0,2572,3,5,5,3,1,2,0,1,3,1,6,6,0,2,484,0,2112,3.5,155000,11
960,960,50.0,7207,0,2,7,1,1,1,2,1,2,1,4,6,0,0,0,0,1716,2.0,116500,52
961,961,60.0,12227,0,5,7,1,1,1,4,1,4,1,11,6,1,2,619,0,4202,3.5,272000,31
962,962,24.0,2308,4,5,6,1,1,1,4,1,3,1,7,6,1,2,440,0,2352,3.5,155000,31
963,963,122.0,11923,0,2,5,1,1,2,0,1,2,1,7,6,0,2,702,0,3600,2.0,239000,2
964,964,80.0,11316,0,5,5,1,1,2,0,1,4,1,8,6,1,2,510,0,2711,3.5,214900,8
965,965,65.0,10237,0,5,5,1,1,2,0,1,3,1,8,6,1,2,393,0,2267,2.5,178900,2
966,966,130.0,9600,0,0,7,1,1,0,0,1,2,1,7,3,2,1,256,0,2036,2.5,160000,69
967,967,60.0,7390,0,2,7,3,1,1,4,1,3,1,6,6,0,1,260,0,2196,2.0,135000,53
968,968,50.0,5925,0,0,6,1,1,0,1,0,2,1,6,6,0,0,0,0,1568,1.0,37900,99
969,969,75.0,10382,1,7,5,3,1,1,4,1,2,1,6,6,0,1,264,0,1683,2.0,140000,48
970,970,60.0,10800,0,0,4,1,1,1,4,0,4,1,6,6,0,0,0,0,1912,1.5,135000,57
971,971,36.0,2268,3,5,5,1,1,2,0,1,2,1,6,6,0,2,474,0,2390,2.0,173000,6
972,972,55.0,7892,4,2,5,1,1,1,4,1,2,1,5,6,1,1,264,0,1836,2.0,99500,31
973,973,95.0,11639,0,2,5,1,1,2,0,1,3,1,6,6,0,2,480,0,2856,2.0,182000,1
974,974,60.0,11414,0,5,8,1,1,0,4,0,3,1,8,6,0,2,532,0,2747,1.0,167500,99
975,975,60.0,2651,3,5,5,1,1,2,0,1,3,1,6,6,0,2,490,0,2055,3.5,165000,6
976,976,51.0,5900,0,2,7,1,1,2,4,1,2,1,4,6,0,0,0,0,1309,1.0,85500,83
977,977,35.0,4274,4,2,5,1,1,2,0,1,1,1,4,6,0,2,569,0,2482,2.5,199900,1
978,978,68.0,9450,0,2,5,1,1,1,0,1,3,1,5,6,0,2,400,0,1788,1.0,110000,53
979,979,80.0,8816,0,2,6,1,1,2,4,1,3,1,5,6,0,2,480,0,2242,2.0,139000,46
980,980,60.0,12122,0,6,9,1,1,1,2,1,3,1,6,6,0,2,588,0,1943,2.0,178400,47
981,981,98.0,12203,0,5,5,3,1,2,0,1,4,1,8,6,1,3,676,0,3837,3.5,336000,11
982,982,43.0,3182,0,2,5,1,1,2,0,1,2,1,6,6,1,2,388,0,2532,2.0,159895,1
983,983,60.0,11250,0,5,5,1,1,2,0,1,4,1,9,6,1,2,779,0,3418,2.5,255900,6
984,984,75.0,10125,2,0,5,1,1,1,4,1,4,2,8,6,0,2,539,0,1734,2.0,126000,32
985,985,68.0,10880,1,2,5,1,1,1,4,0,3,1,5,6,0,1,240,0,2328,2.0,125000,58
986,986,59.0,5310,0,0,8,3,1,1,2,1,2,1,5,6,0,1,255,0,2120,1.0,117000,96
987,987,83.0,10159,0,2,5,3,1,2,0,1,3,1,8,6,1,3,606,0,3870,3.5,395192,1
988,988,60.0,12046,0,5,6,1,1,1,4,1,4,1,8,6,1,2,551,0,2878,2.5,195000,31
989,989,65.0,8125,0,5,5,1,1,2,0,1,3,1,6,6,0,2,614,0,2346,2.5,197000,0
990,990,82.0,9452,0,5,5,1,1,2,0,1,3,1,7,6,1,3,870,0,3788,3.5,348000,9
991,991,121.0,17671,0,5,9,1,1,0,2,1,4,1,8,6,1,2,424,0,2658,1.5,168000,127
992,992,80.0,9760,0,5,8,3,1,1,2,1,3,1,7,6,1,2,440,0,2673,2.5,187000,43
993,993,68.0,8846,0,5,5,1,1,2,0,1,3,1,6,6,0,2,564,0,2250,2.5,173900,1
994,994,96.0,12456,0,2,5,3,1,2,0,1,3,1,7,6,1,3,786,0,3418,3.0,337500,3
995,995,51.0,4712,0,0,7,1,1,1,4,1,3,1,5,6,0,1,305,0,1977,2.5,121600,60
996,996,60.0,10659,0,2,6,3,1,1,4,1,3,1,6,6,0,1,368,0,2100,2.0,136500,45
997,997,60.0,11717,0,2,6,3,1,1,4,1,2,1,6,6,1,2,615,0,2884,2.0,185000,39
998,998,60.0,9786,0,2,4,3,1,0,1,0,3,1,6,6,1,1,210,0,2084,1.0,91000,84
999,999,64.0,6762,0,2,5,1,1,2,0,1,2,1,6,6,0,2,632,0,2395,3.0,206000,4
1000,1000,74.0,10206,0,2,3,0,5,3,1,0,2,1,4,2,0,2,528,0,944,1.0,82000,57
