,MSSubClass,MSZoning,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,PoolArea,MoSold,YrSold,SaleCondition,TotalSF,TotalBath,TotalPorchSF
1153,30,RM,5890,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Av,ALQ,Unf,Ex,Y,2,1,TA,5,Typ,0,,Detchd,Unf,1,432,TA,Y,0,6,2008,Normal,1632,1.0,96
1154,60,RL,13700,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,288.0,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,TA,Y,4,1,Gd,8,Typ,2,Gd,Attchd,Unf,2,492,TA,Y,0,5,2008,Normal,2684,2.0,417
1155,20,RL,10768,Pave,IR1,Lvl,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,0.0,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,TA,Y,3,1,Gd,6,Typ,1,Fa,Attchd,RFn,2,528,TA,Y,0,7,2007,Normal,2874,3.0,201
1156,80,RL,9350,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,PConc,TA,TA,Gd,ALQ,Unf,Gd,Y,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,502,TA,Y,0,10,2008,Normal,2484,2.5,188
1157,120,RL,5001,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,626,TA,Y,0,7,2009,Normal,2628,3.0,234
1158,20,RL,11932,Pave,Reg,Lvl,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,RFn,3,830,TA,Y,0,6,2008,Partial,3160,2.0,24
1159,60,RL,9120,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,270.0,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,4,1,Gd,8,Typ,1,TA,Attchd,RFn,2,540,TA,Y,0,7,2008,Normal,2777,2.5,69
1160,160,RL,2280,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,Fa,Y,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,440,TA,Y,0,7,2010,Normal,2311,2.5,26
1161,20,RL,14778,Pave,IR1,Low,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,72.0,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,924,TA,Y,0,11,2008,Normal,2936,2.0,324
1162,20,RL,8724,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,Gd,Y,3,1,TA,5,Typ,1,Po,Attchd,Fin,2,450,TA,Y,0,5,2007,Normal,1788,1.0,0
1163,90,RL,12900,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,TA,Y,0,2,TA,6,Typ,0,,CarPort,Unf,2,400,TA,Y,0,1,2008,Alloca,2456,3.0,120
1164,80,RL,16157,Pave,IR1,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,PConc,Gd,TA,Gd,ALQ,Rec,Ex,Y,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2,588,TA,Y,0,6,2007,Normal,2792,2.5,348
1165,20,RL,9541,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,268.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,RFn,2,644,TA,Y,0,9,2009,Partial,3004,2.0,114
1166,20,RL,10475,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,RFn,3,776,TA,Y,0,2,2010,Normal,3388,2.0,193
1167,60,RL,10852,Pave,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,472,TA,Y,0,2,2006,Normal,2630,3.5,38
1168,70,RL,13728,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Ex,Y,4,1,Gd,7,Typ,2,TA,Basment,Unf,2,540,TA,Y,0,7,2008,Normal,3235,2.0,90
1169,60,RL,35760,Pave,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,1378.0,Gd,Gd,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,4,1,Gd,10,Typ,1,TA,Attchd,Fin,3,807,TA,Y,0,7,2006,Normal,5557,4.5,437
1170,80,RL,9880,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,TA,Y,3,1,TA,6,Typ,1,Po,Attchd,Fin,1,358,TA,Y,576,7,2008,Normal,2214,2.0,203
1171,20,RL,9120,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,433,TA,Y,0,11,2008,Normal,2522,2.0,288
1172,160,FV,4017,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,2,1,Gd,5,Typ,0,,Detchd,Fin,2,625,TA,Y,0,3,2008,Normal,1875,2.5,54
1173,50,RL,18030,Pave,IR1,Bnk,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,TA,Y,3,1,Ex,12,Maj1,1,Gd,,,0,0,,Y,0,3,2007,Normal,4684,3.0,122
1174,70,RL,16560,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,TA,Y,4,1,TA,9,Typ,1,Gd,Detchd,Unf,2,360,TA,Y,0,7,2006,Normal,3297,2.5,0
1175,50,RL,10678,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,337.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,4,1,Gd,9,Typ,1,TA,Attchd,Fin,2,541,TA,Y,0,4,2007,Normal,4555,2.5,33
1176,20,RL,6951,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,3,1,TA,5,Typ,0,,Attchd,Unf,1,264,TA,Y,0,10,2008,Normal,1799,2.0,362
1177,50,RM,3950,Pave,Reg,Bnk,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,3,1,TA,5,Typ,0,,Detchd,Unf,1,210,TA,N,0,12,2009,Normal,2042,1.0,116
1178,50,RL,7681,Pave,IR1,Lvl,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,186,TA,Y,0,7,2009,Normal,2074,1.5,294
1179,20,RL,8335,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,Slab,,,,,,Gd,Y,3,1,TA,5,Min2,1,Gd,,,0,0,,N,0,4,2006,Normal,1124,1.0,226
1180,60,RL,11170,Pave,IR2,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,Wood,Gd,TA,No,LwQ,Unf,Ex,Y,4,1,TA,8,Typ,0,,Attchd,Fin,2,693,TA,Y,0,4,2006,Normal,3730,2.5,0
1181,120,RM,5587,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,186.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,482,TA,Y,0,11,2008,Partial,3252,3.5,368
1182,60,RL,15623,Pave,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,4,1,Ex,10,Typ,2,TA,Attchd,Fin,3,813,TA,Y,555,7,2007,Abnorml,6872,4.5,249
1183,30,RL,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,Ex,Y,2,1,TA,5,Typ,1,Gd,Detchd,Unf,2,720,TA,Y,0,6,2006,Normal,2250,2.0,229
1184,20,RL,35133,Grvl,Reg,Lvl,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,TA,TA,CBlock,TA,TA,Gd,Rec,Unf,Gd,Y,3,1,TA,5,Typ,2,TA,2Types,RFn,3,995,TA,Y,0,5,2007,Normal,3144,2.5,526
1185,50,RL,9738,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,Gd,Y,4,1,TA,7,Typ,0,,Attchd,Unf,1,392,TA,Y,0,3,2006,Normal,2005,2.0,236
1186,190,RL,10615,Pave,IR1,Bnk,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,TA,Y,3,2,TA,7,Typ,0,,CarPort,Unf,2,420,Fa,Y,0,8,2009,Abnorml,2677,3.0,74
1187,20,RL,12461,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,5,Typ,1,Fa,Attchd,RFn,3,757,TA,Y,0,7,2006,Normal,3248,3.0,306
1188,60,RL,8935,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,95.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,RFn,2,493,TA,Y,0,7,2009,Normal,2491,2.5,212
1189,60,RL,7500,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,442,TA,Y,0,6,2010,Normal,2798,2.5,200
1190,190,RL,32463,Pave,Reg,Low,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,149.0,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,2Types,Fin,4,1356,TA,Y,0,3,2007,Normal,2871,2.0,439
1191,160,FV,2645,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,2,1,Gd,5,Typ,0,,Detchd,Unf,2,492,TA,Y,0,11,2007,Normal,2217,2.5,206
1192,50,RM,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,Mn,Unf,Unf,Gd,Y,3,1,Gd,6,Typ,0,,Detchd,Unf,1,250,Fa,P,0,7,2007,Normal,2174,1.0,84
1193,120,RM,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,425.0,TA,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,2,1,TA,5,Typ,0,,Attchd,Fin,2,402,TA,Y,0,6,2009,Normal,2448,3.0,304
1194,60,RL,9364,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,143.0,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,4,1,TA,7,Typ,0,,Attchd,Fin,1,299,TA,Y,0,3,2010,Normal,2015,1.5,415
1195,60,RL,8029,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,8,Typ,0,,Attchd,Fin,2,400,TA,Y,0,7,2008,Normal,2184,2.5,124
1196,60,RL,14054,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,660,TA,Y,0,11,2006,Partial,2742,2.5,117
1197,75,RM,8850,Pave,IR1,Bnk,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,225,TA,Y,0,7,2006,Normal,2505,1.0,330
1198,20,RL,9100,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,RFn,2,573,TA,Y,0,6,2009,Normal,2424,2.0,356
1199,20,RL,11235,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,51.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,3,1,TA,6,Typ,1,Po,Attchd,Unf,2,459,TA,Y,0,10,2006,Normal,2433,1.5,82
1200,20,RL,9353,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,3,1,TA,5,Typ,0,,Attchd,Unf,1,280,TA,Y,0,7,2006,Abnorml,1728,1.0,0
1201,60,RL,10400,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,RFn,2,546,TA,Y,0,3,2009,Normal,2645,2.5,234
1202,50,RM,6000,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,5,Typ,1,Fa,Detchd,Unf,1,216,TA,N,0,5,2009,Normal,2232,2.0,208
1203,20,RL,9750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,171.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,451,TA,Y,0,10,2009,Normal,3260,2.0,308
1204,20,RL,10140,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,Ex,Y,3,1,TA,6,Typ,0,,Attchd,RFn,2,495,TA,Y,0,7,2006,Normal,2130,2.5,88
1205,20,RL,14684,Pave,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,Gd,TA,CBlock,Gd,TA,Mn,ALQ,BLQ,Gd,Y,3,1,Gd,7,Typ,1,TA,Attchd,RFn,3,701,TA,Y,0,6,2009,Normal,4354,2.0,154
1206,20,RH,8900,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,2,1,TA,5,Typ,0,,Detchd,Unf,1,384,TA,Y,0,11,2006,Normal,2112,2.0,42
1207,20,RL,9135,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,,Attchd,RFn,2,544,TA,Y,0,5,2006,Normal,3382,3.0,215
1208,20,RL,7763,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,TA,Y,3,1,TA,6,Typ,0,,Detchd,Unf,2,506,TA,Y,0,10,2008,Normal,2214,2.0,0
1209,20,RL,10182,Pave,IR1,Lvl,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,420.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,Ex,Y,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,500,TA,Y,0,5,2006,Partial,3320,3.0,372
1210,60,RL,11218,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,462,TA,Y,0,5,2010,Normal,2900,2.5,739
1211,50,RL,12134,Pave,IR1,Bnk,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,Wood,Gd,TA,Av,GLQ,Unf,Gd,Y,4,1,TA,8,Typ,0,,Basment,RFn,2,492,TA,Y,0,6,2010,Normal,2311,2.0,337
1212,30,RL,9340,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,2,1,TA,4,Typ,0,,Attchd,Unf,1,234,TA,N,0,8,2009,Normal,1344,2.0,113
1213,80,RL,10246,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,Unf,Ex,Y,0,1,TA,3,Typ,0,,Attchd,Unf,1,364,TA,Y,0,5,2006,Normal,1608,1.5,88
1214,85,RL,10205,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,TA,Y,3,1,TA,6,Typ,0,,Attchd,Unf,1,300,TA,Y,0,5,2006,Normal,1924,2.0,222
1215,20,RL,7094,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,TA,Y,3,1,TA,5,Typ,0,,Detchd,RFn,1,384,TA,Y,0,5,2007,Normal,1788,1.0,0
1216,90,RM,8930,Pave,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,Slab,,,,,,TA,Y,4,2,TA,8,Typ,0,,Attchd,Unf,2,539,TA,Y,0,4,2010,Normal,1902,2.0,0
1217,20,FV,8640,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,72.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,3,1,Gd,6,Typ,0,,Attchd,RFn,2,552,TA,Y,0,9,2009,Partial,2614,3.0,247
1218,50,RM,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,Slab,,,,,,Gd,N,2,1,TA,3,Typ,0,,,,0,0,,N,0,7,2006,Normal,912,1.0,0
1219,160,RM,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,236.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,3,1,TA,7,Typ,0,,,,0,0,,N,0,4,2006,Abnorml,1890,1.5,201
1220,20,RL,7800,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,LwQ,TA,Y,2,1,TA,5,Typ,0,,Attchd,Unf,1,288,TA,Y,0,11,2006,Abnorml,1824,1.0,0
1221,20,RL,8250,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,Ex,Y,3,1,TA,5,Typ,1,TA,Attchd,Unf,1,322,TA,Y,0,8,2008,Normal,2163,1.0,63
1222,50,RL,10496,Pave,Reg,Lvl,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320.0,TA,TA,CBlock,TA,TA,Mn,Rec,Unf,Ex,Y,3,1,TA,7,Typ,1,Gd,Attchd,Unf,1,315,TA,Y,0,1,2007,Normal,2886,2.0,0
1223,20,RL,10680,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,44.0,TA,TA,CBlock,TA,Fa,No,LwQ,Unf,TA,N,4,1,TA,7,Mod,0,,Detchd,Unf,2,528,TA,Y,0,10,2006,Normal,4272,2.0,30
1224,60,RL,15384,Pave,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2,388,TA,Y,0,2,2008,Normal,2278,3.5,175
1225,80,RL,10482,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,63.0,TA,Gd,CBlock,TA,TA,Av,GLQ,Unf,Ex,Y,3,1,TA,6,Typ,0,,Attchd,RFn,1,264,TA,Y,0,6,2007,Normal,1726,1.5,224
