,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,CentralAir,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageCond,PavedDrive,PoolArea,MoSold,YrSold,SaleCondition,TotalSF,TotalBath,TotalPorchSF,TotalBathSum,SalePrice
1153,30,RM,60.0,5890,Pave,Reg,Lvl,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,8,1930,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,Gd,Gd,BrkTil,TA,TA,Av,ALQ,Unf,Ex,Y,2,1,TA,5,Typ,0,Gd,Detchd,Unf,1,432,TA,Y,0,6,2008,Normal,1632,1,96,1.0,120500
1154,60,RL,60.0,13700,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,Stone,Stone,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,TA,Y,4,1,Gd,8,Typ,2,Gd,Attchd,Unf,2,492,TA,Y,0,5,2008,Normal,2684,3,357,2.0,201800
1155,20,RL,90.0,10768,Pave,IR1,Lvl,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,None,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,TA,Y,3,1,Gd,6,Typ,1,Fa,Attchd,RFn,2,528,TA,Y,0,7,2007,Normal,2874,2,201,3.0,218000
1156,80,RL,85.0,9350,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,None,None,TA,Gd,PConc,TA,TA,Gd,ALQ,Unf,Gd,Y,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,502,TA,Y,0,10,2008,Normal,2484,2,188,2.5,179900
1157,120,RL,34.0,5001,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,626,TA,Y,0,7,2009,Normal,2628,2,62,3.0,230000
1158,20,RL,92.0,11932,Pave,Reg,Lvl,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,0,Gd,Attchd,RFn,3,830,TA,Y,0,6,2008,Partial,3160,2,24,2.0,235128
1159,60,RL,76.0,9120,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1974,1974,Hip,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,4,1,Gd,8,Typ,1,TA,Attchd,RFn,2,540,TA,Y,0,7,2008,Normal,2777,3,69,2.5,185000
1160,160,RL,24.0,2280,Pave,Reg,Lvl,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,Fa,Y,3,1,TA,7,Typ,1,TA,Attchd,Unf,2,440,TA,Y,0,7,2010,Normal,2311,3,0,2.5,146000
1161,20,RL,60.0,14778,Pave,IR1,Low,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,6,7,1954,2006,Hip,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,Ex,Y,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2,924,TA,Y,0,11,2008,Normal,2936,1,216,2.0,224000
1162,20,RL,109.0,8724,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,Gd,Y,3,1,TA,5,Typ,1,Po,Attchd,Fin,2,450,TA,Y,0,5,2007,Normal,1788,1,0,1.0,129000
1163,90,RL,60.0,12900,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,4,4,1969,1969,Gable,CompShg,Plywood,Plywood,None,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,TA,Y,0,2,TA,6,Typ,0,Gd,CarPort,Unf,2,400,TA,Y,0,1,2008,Alloca,2456,2,0,3.0,108959
1164,80,RL,60.0,16157,Pave,IR1,Lvl,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,5,7,1978,1978,Gable,CompShg,Plywood,Plywood,None,None,TA,TA,PConc,Gd,TA,Gd,ALQ,Rec,Ex,Y,2,1,Gd,5,Typ,1,TA,Attchd,Unf,2,588,TA,Y,0,6,2007,Normal,2792,2,180,2.5,194000
1165,20,RL,79.0,9541,Pave,IR1,Lvl,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Stone,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,0,Gd,Attchd,RFn,2,644,TA,Y,0,9,2009,Partial,3004,2,114,2.0,233170
1166,20,RL,64.0,10475,Pave,IR1,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,0,Gd,Attchd,RFn,3,776,TA,Y,0,2,2010,Normal,3388,2,33,2.0,245350
1167,60,RL,58.0,10852,Pave,IR1,Lvl,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,Attchd,Fin,2,472,TA,Y,0,2,2006,Normal,2630,3,38,3.5,173000
1168,70,RL,120.0,13728,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,7,1935,1986,Hip,CompShg,Stucco,Stucco,None,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,Ex,Y,4,1,Gd,7,Typ,2,TA,Basment,Unf,2,540,TA,Y,0,7,2008,Normal,3235,2,90,2.0,235000
1169,60,RL,118.0,35760,Pave,IR1,Lvl,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1995,1996,Hip,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,Gd,Gd,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,4,1,Gd,10,Typ,1,TA,Attchd,Fin,3,807,TA,Y,0,7,2006,Normal,5557,4,76,4.5,625000
1170,80,RL,76.0,9880,Pave,Reg,Lvl,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,TA,Y,3,1,TA,6,Typ,1,Po,Attchd,Fin,1,358,TA,Y,576,7,2008,Normal,2214,1,0,2.0,171000
1171,20,RL,76.0,9120,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,Ex,Y,3,1,TA,6,Typ,1,TA,Attchd,RFn,2,433,TA,Y,0,11,2008,Normal,2522,1,288,2.0,163000
1172,160,FV,35.0,4017,Pave,IR1,Lvl,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,None,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,2,1,Gd,5,Typ,0,Gd,Detchd,Fin,2,625,TA,Y,0,3,2008,Normal,1875,3,54,2.5,171900
1173,50,RL,138.0,18030,Pave,IR1,Bnk,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,TA,Y,3,1,Ex,12,Maj1,1,Gd,Attchd,Unf,0,0,TA,Y,0,3,2007,Normal,4205,3,0,3.0,200500
1174,70,RL,80.0,16560,Pave,IR1,Lvl,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1932,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,TA,Y,4,1,TA,9,Typ,1,Gd,Detchd,Unf,2,360,TA,Y,0,7,2006,Normal,3297,3,0,2.5,239000
1175,50,RL,85.0,10678,Pave,Reg,Lvl,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,8,5,1992,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,4,1,Gd,9,Typ,1,TA,Attchd,Fin,2,541,TA,Y,0,4,2007,Normal,4555,3,33,2.5,285000
1176,20,RL,37.0,6951,Pave,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1984,1985,Gable,CompShg,HdBoard,Plywood,None,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,3,1,TA,5,Typ,0,Gd,Attchd,Unf,1,264,TA,Y,0,10,2008,Normal,1799,1,0,2.0,119500
1177,50,RM,60.0,3950,Pave,Reg,Bnk,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,6,8,1926,2004,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,3,1,TA,5,Typ,0,Gd,Detchd,Unf,1,210,TA,N,0,12,2009,Normal,2042,1,116,1.0,115000
1178,50,RL,54.0,7681,Pave,IR1,Lvl,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1921,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,186,TA,Y,0,7,2009,Normal,2074,2,102,1.5,154900
1179,20,RL,77.0,8335,Pave,Reg,Lvl,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,Slab,TA,TA,No,Unf,Unf,Gd,Y,3,1,TA,5,Min2,1,Gd,Attchd,Unf,0,0,TA,N,0,4,2006,Normal,1124,1,226,1.0,93000
1180,60,RL,60.0,11170,Pave,IR2,Lvl,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,1990,1991,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,Wood,Gd,TA,No,LwQ,Unf,Ex,Y,4,1,TA,8,Typ,0,Gd,Attchd,Fin,2,693,TA,Y,0,4,2006,Normal,3730,3,0,2.5,250000
1181,120,RM,64.0,5587,Pave,IR1,HLS,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2008,2008,Hip,CompShg,CemntBd,CmentBd,Stone,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,Ex,Y,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,482,TA,Y,0,11,2008,Partial,3252,2,206,3.5,392500
1182,60,RL,160.0,15623,Pave,IR1,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996,1996,Hip,CompShg,Wd Sdng,ImStucc,None,None,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,Ex,Y,4,1,Ex,10,Typ,2,TA,Attchd,Fin,3,813,TA,Y,555,7,2007,Abnorml,6872,4,78,4.5,745000
1183,30,RL,60.0,10800,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,6,1920,1950,Hip,CompShg,Stucco,Stucco,None,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,Ex,Y,2,1,TA,5,Typ,1,Gd,Detchd,Unf,2,720,TA,Y,0,6,2006,Normal,2250,1,0,2.0,120000
1184,20,RL,50.0,35133,Grvl,Reg,Lvl,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,Unf,Gd,Y,3,1,TA,5,Typ,2,TA,2Types,RFn,3,995,TA,Y,0,5,2007,Normal,3144,2,526,2.5,186700
1185,50,RL,60.0,9738,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,1924,1950,Gable,CompShg,AsbShng,AsbShng,None,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,Gd,Y,4,1,TA,7,Typ,0,Gd,Attchd,Unf,1,392,TA,Y,0,3,2006,Normal,2005,1,236,2.0,104900
1186,190,RL,107.0,10615,Pave,IR1,Bnk,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,3,5,1900,1970,Gable,CompShg,HdBoard,HdBoard,None,None,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,TA,Y,3,2,TA,7,Typ,0,Gd,CarPort,Unf,2,420,Fa,Y,0,8,2009,Abnorml,2677,2,74,3.0,95000
1187,20,RL,89.0,12461,Pave,Reg,Lvl,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,Ex,Y,2,1,Gd,5,Typ,1,Fa,Attchd,RFn,3,757,TA,Y,0,7,2006,Normal,3248,2,306,3.0,262000
1188,60,RL,68.0,8935,Pave,IR1,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,7,Typ,0,Gd,Attchd,RFn,2,493,TA,Y,0,7,2009,Normal,2491,3,68,2.5,195000
1189,60,RL,60.0,7500,Pave,Reg,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,PConc,TA,TA,No,Unf,Unf,Gd,Y,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,442,TA,Y,0,6,2010,Normal,2798,3,60,2.5,189000
1190,190,RL,60.0,32463,Pave,Reg,Low,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,4,4,1961,1975,Gable,CompShg,MetalSd,MetalSd,Stone,Stone,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,Ex,Y,3,1,TA,7,Typ,1,TA,2Types,Fin,4,1356,TA,Y,0,3,2007,Normal,2871,1,0,2.0,168000
1191,160,FV,24.0,2645,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,8,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,2,1,Gd,5,Typ,0,Gd,Detchd,Unf,2,492,TA,Y,0,11,2007,Normal,2217,3,0,2.5,174000
1192,50,RM,60.0,9600,Pave,Reg,Lvl,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,8,1925,1994,Gambrel,CompShg,VinylSd,VinylSd,None,None,TA,TA,PConc,TA,TA,Mn,Unf,Unf,Gd,Y,3,1,Gd,6,Typ,0,Gd,Detchd,Unf,1,250,Fa,P,0,7,2007,Normal,2174,1,84,1.0,125000
1193,120,RM,60.0,4500,Pave,Reg,Lvl,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,Ex,Y,2,1,TA,5,Typ,0,Gd,Attchd,Fin,2,402,TA,Y,0,6,2009,Normal,2448,2,304,3.0,165000
1194,60,RL,80.0,9364,Pave,Reg,Lvl,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,Stone,Stone,TA,TA,CBlock,TA,TA,No,ALQ,Unf,TA,Y,4,1,TA,7,Typ,0,Gd,Attchd,Fin,1,299,TA,Y,0,3,2010,Normal,2015,2,36,1.5,158000
1195,60,RL,51.0,8029,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,8,Typ,0,Gd,Attchd,Fin,2,400,TA,Y,0,7,2008,Normal,2184,3,24,2.5,176000
1196,60,RL,58.0,14054,Pave,IR1,Lvl,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,4,1,Gd,9,Typ,1,Gd,BuiltIn,Fin,3,660,TA,Y,0,11,2006,Partial,2742,3,17,2.5,219210
1197,75,RM,65.0,8850,Pave,IR1,Bnk,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,7,6,1916,1950,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,225,TA,Y,0,7,2006,Normal,2505,1,330,1.0,144000
1198,20,RL,70.0,9100,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,Gd,Attchd,RFn,2,573,TA,Y,0,6,2009,Normal,2424,2,0,2.0,178000
1199,20,RL,75.0,11235,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,Gd,Y,3,1,TA,6,Typ,1,Po,Attchd,Unf,2,459,TA,Y,0,10,2006,Normal,2433,2,82,1.5,148000
1200,20,RL,71.0,9353,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,Gd,Y,3,1,TA,5,Typ,0,Gd,Attchd,Unf,1,280,TA,Y,0,7,2006,Abnorml,1728,1,0,1.0,116050
1201,60,RL,80.0,10400,Pave,Reg,Lvl,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,0,Gd,Attchd,RFn,2,546,TA,Y,0,3,2009,Normal,2645,3,36,2.5,197900
1202,50,RM,50.0,6000,Pave,Reg,Lvl,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,Ex,Y,3,1,TA,5,Typ,1,Fa,Detchd,Unf,1,216,TA,N,0,5,2009,Normal,2232,1,208,2.0,117000
1203,20,RL,75.0,9750,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2,451,TA,Y,0,10,2009,Normal,3260,2,234,2.0,213000
1204,20,RL,78.0,10140,Pave,Reg,Lvl,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,Ex,Y,3,1,TA,6,Typ,0,Gd,Attchd,RFn,2,495,TA,Y,0,7,2006,Normal,2130,2,88,2.5,153500
1205,20,RL,90.0,14684,Pave,IR1,Lvl,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,BrkFace,Gd,TA,CBlock,Gd,TA,Mn,ALQ,BLQ,Gd,Y,3,1,Gd,7,Typ,1,TA,Attchd,RFn,3,701,TA,Y,0,6,2009,Normal,4354,2,70,2.0,271900
1206,20,RH,60.0,8900,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,2,1,TA,5,Typ,0,Gd,Detchd,Unf,1,384,TA,Y,0,11,2006,Normal,2112,1,42,2.0,107000
1207,20,RL,70.0,9135,Pave,Reg,Lvl,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,Ex,Y,3,1,Gd,7,Typ,0,Gd,Attchd,RFn,2,544,TA,Y,0,5,2006,Normal,3382,2,23,3.0,200000
1208,20,RL,70.0,7763,Pave,Reg,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,None,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,TA,Y,3,1,TA,6,Typ,0,Gd,Detchd,Unf,2,506,TA,Y,0,10,2008,Normal,2214,1,0,2.0,140000
1209,20,RL,85.0,10182,Pave,IR1,Lvl,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,Ex,Y,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,500,TA,Y,0,5,2006,Partial,3320,2,50,3.0,290000
1210,60,RL,70.0,11218,Pave,Reg,Lvl,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,Ex,Y,3,1,Gd,8,Typ,1,TA,Attchd,RFn,2,462,TA,Y,0,5,2010,Normal,2900,3,104,2.5,189000
1211,50,RL,152.0,12134,Pave,IR1,Bnk,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,Gd,TA,Wood,Gd,TA,Av,GLQ,Unf,Gd,Y,4,1,TA,8,Typ,0,Gd,Basment,RFn,2,492,TA,Y,0,6,2010,Normal,2311,2,12,2.0,164000
1212,30,RL,50.0,9340,Pave,Reg,Lvl,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,TA,Y,2,1,TA,4,Typ,0,Gd,Attchd,Unf,1,234,TA,N,0,8,2009,Normal,1344,1,113,2.0,113000
1213,80,RL,60.0,10246,Pave,IR1,Lvl,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,None,TA,Gd,CBlock,TA,Gd,Av,GLQ,Unf,Ex,Y,0,1,TA,3,Typ,0,Gd,Attchd,Unf,1,364,TA,Y,0,5,2006,Normal,1608,0,0,1.5,145000
1214,85,RL,69.0,10205,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,None,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,TA,Y,3,1,TA,6,Typ,0,Gd,Attchd,Unf,1,300,TA,Y,0,5,2006,Normal,1924,1,72,2.0,134500
1215,20,RL,99.0,7094,Pave,IR1,Lvl,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,TA,Y,3,1,TA,5,Typ,0,Gd,Detchd,RFn,1,384,TA,Y,0,5,2007,Normal,1788,1,0,1.0,125000
1216,90,RM,68.0,8930,Pave,Reg,Lvl,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,None,TA,TA,Slab,TA,TA,No,Unf,Unf,TA,Y,4,2,TA,8,Typ,0,Gd,Attchd,Unf,2,539,TA,Y,0,4,2010,Normal,1902,2,0,2.0,112000
1217,20,FV,72.0,8640,Pave,Reg,Lvl,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,Stone,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,Ex,Y,3,1,Gd,6,Typ,0,Gd,Attchd,RFn,2,552,TA,Y,0,9,2009,Partial,2614,2,112,3.0,229456
1218,50,RM,52.0,6240,Pave,Reg,Lvl,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,None,TA,TA,Slab,TA,TA,No,Unf,Unf,Gd,N,2,1,TA,3,Typ,0,Gd,Attchd,Unf,0,0,TA,N,0,7,2006,Normal,912,1,0,1.0,80500
1219,160,RM,21.0,1680,Pave,Reg,Lvl,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,Unf,Unf,TA,Y,3,1,TA,7,Typ,0,Gd,Attchd,Unf,0,0,TA,N,0,4,2006,Abnorml,1890,2,0,1.5,91500
1220,20,RL,66.0,7800,Pave,IR1,Lvl,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,None,TA,TA,CBlock,TA,TA,No,Rec,LwQ,TA,Y,2,1,TA,5,Typ,0,Gd,Attchd,Unf,1,288,TA,Y,0,11,2006,Abnorml,1824,1,0,1.0,115000
1221,20,RL,55.0,8250,Pave,Reg,Lvl,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,None,TA,TA,CBlock,TA,TA,No,BLQ,LwQ,Ex,Y,3,1,TA,5,Typ,1,TA,Attchd,Unf,1,322,TA,Y,0,8,2008,Normal,2163,1,63,1.0,134000
